,country_name,year,FDI4,v2x_polyarchy,v2x_libdem,v2x_partipdem,v2x_delibdem,v2x_egaldem,v2cacamps,v2caviol,v2cagenmob,v2cademmob,v2x_regime,v2x_neopat,v2xnp_client,v2xnp_regcorr,v2x_corr,v2x_execorr,v2x_pubcorr,v2x_rule,v2xcl_prpty,v2xcl_acjst,v2x_freexp,e_wbgi_cce,e_wbgi_gee,e_wbgi_pve,e_wbgi_rle,e_wbgi_rqe,e_wbgi_vae,e_gdp,e_gdppc,e_miinflat,e_total_fuel_income_pc,e_total_resources_income_pc
959,Sri Lanka,1983,,0.483,0.307,0.272,0.271,0.314,0.395,2.252,0.972,-0.811,Electoral Autocracy,0.399,0.466,0.264,0.302,0.257,0.19,0.664,0.661,0.575,0.562,,,,,,,4963.705,2.988,13.964,0.0,0.0
960,Eswatini,1983,199034879.999999,0.132,0.107,0.128,0.047,0.071,1.588,-1.049,-0.754,-1.097,Closed Autocracy,0.615,0.465,0.517,0.472,0.624,0.78,0.347,0.14,0.486,0.187,,,,,,,278.054,3.91,11.568,11.787,11.787
961,Papua New Guinea,1983,,0.547,0.422,0.325,0.337,0.298,0.053,-1.247,-1.435,-1.229,Electoral Democracy,0.411,0.819,0.66,0.621,0.671,0.726,0.551,0.648,0.599,0.785,,,,,,,1026.942,2.494,7.902,0.0,364.722
962,Guyana,1983,,0.25,0.177,0.156,0.126,0.224,0.687,-0.482,-0.656,-1.245,Electoral Autocracy,0.607,0.551,0.616,0.508,0.749,0.635,0.488,0.878,0.76,0.318,,,,,,,269.411,3.295,,0.0,91.164
963,Paraguay,1983,,0.164,0.044,0.064,0.021,0.041,0.635,1.035,-1.253,0.204,Electoral Autocracy,0.966,0.957,0.976,0.959,0.978,0.937,0.032,0.197,0.097,0.043,,,,,,,1715.598,4.642,13.434,0.0,0.0
964,Botswana,1983,,0.645,0.535,0.399,0.53,0.393,-2.239,-2.824,-2.182,-1.701,Electoral Democracy,0.172,0.168,0.153,0.18,0.159,0.146,0.9,0.666,0.788,0.858,,,,,,,380.264,3.592,10.477,25.686,279.517
965,Denmark,1983,,0.908,0.883,0.699,0.865,0.87,-2.744,-1.445,0.527,-1.821,Liberal Democracy,0.006,0.028,0.002,0.002,0.003,0.001,0.999,0.935,0.997,0.992,,,,,,,14234.027,26.277,6.92,192.856,192.856
966,Greece,1983,,0.841,0.747,0.551,0.678,0.744,0.707,0.319,1.245,1.385,Liberal Democracy,0.176,0.23,0.289,0.278,0.3,0.258,0.856,0.923,0.969,0.963,,,,,,,16519.707,15.735,19.982,277.237,323.052
967,Dominican Republic,1983,,0.53,0.308,0.333,0.261,0.254,1.032,-0.985,0.566,-0.642,Electoral Democracy,0.757,0.772,0.887,0.829,0.897,0.726,0.336,0.668,0.692,0.818,,,,,,,3307.103,4.998,5.629,0.0,84.474
968,United Kingdom,1983,54008739162.768,0.811,0.737,0.574,0.666,0.655,-0.495,0.369,1.628,0.028,Liberal Democracy,0.063,0.092,0.03,0.033,0.027,0.022,0.979,0.887,0.992,0.859,,,,,,,132936.327,21.999,5.198,1199.623,1202.878
969,Bahrain,1983,,0.049,,0.012,0.021,0.101,1.165,0.411,-0.751,-0.488,Closed Autocracy,,0.296,0.882,,0.883,0.458,0.197,0.745,0.425,0.177,,,,,,,771.928,17.766,2.972,4368.604,4368.604
970,Philippines,1983,,0.18,0.062,0.134,0.1,0.072,-0.202,0.564,2.035,1.845,Closed Autocracy,0.9,0.826,0.918,0.891,0.914,0.814,0.107,0.745,0.211,0.128,,,,,,,19984.387,3.583,5.252,7.882,46.263
971,Ghana,1983,,0.102,0.08,0.085,0.045,0.156,0.228,0.667,1.683,1.876,Closed Autocracy,0.703,0.698,0.791,0.749,0.772,0.631,0.276,0.497,0.138,0.195,,,,,,,2875.375,2.177,122.875,3.581,23.332
972,Mauritius,1983,,0.72,0.614,0.462,0.657,0.577,1.213,-1.834,1.557,1.272,Electoral Democracy,0.259,0.429,0.608,0.549,0.589,0.278,0.748,0.82,0.85,0.781,,,,,,,728.428,6.905,7.452,0.0,0.0
973,Barbados,1983,,0.735,0.625,0.276,0.467,0.58,-2.988,-2.655,-1.378,-1.994,Electoral Democracy,0.152,0.349,0.104,0.092,0.125,0.075,0.917,0.823,0.913,0.872,,,,,,,354.23,12.986,5.23,67.939,67.939
974,Niger,1983,,0.092,0.087,0.07,0.046,0.148,-3.741,-1.571,-1.787,-0.499,Closed Autocracy,0.596,0.526,0.266,0.315,0.23,0.192,0.661,0.357,0.43,0.247,,,,,,,964.315,1.364,-2.49,1.472,1.769
975,Singapore,1983,,0.355,0.288,0.093,0.258,0.321,-0.937,-2.437,-3.588,-2.672,Electoral Autocracy,0.186,0.194,0.009,0.009,0.011,0.003,0.971,0.714,0.907,0.375,,,,,,,4430.013,15.565,1.038,0.0,516.431
976,Trinidad and Tobago,1983,,0.687,0.572,0.39,0.517,0.51,-1.98,-1.236,-1.66,-1.049,Electoral Democracy,0.163,0.252,0.137,0.137,0.176,0.171,0.875,0.814,0.902,0.825,,,,,,,2063.566,16.895,15.175,3753.531,3753.531
977,Oman,1983,,0.014,0.065,0.05,0.017,0.115,-2.565,-2.272,-2.396,-1.871,Closed Autocracy,0.704,0.598,0.305,0.381,0.289,0.389,0.518,0.442,0.657,0.096,,,,,,,2027.44,13.83,,6279.846,6288.975
978,Romania,1983,,0.187,0.044,0.05,0.023,0.252,1.937,-1.505,-2.622,-2.567,Closed Autocracy,0.79,0.286,0.283,0.34,0.449,0.619,0.212,0.181,0.149,0.049,,,,,,,15674.899,6.518,4.686,719.515,737.492
979,Mongolia,1983,,0.18,0.056,0.039,0.059,0.213,-2.496,-1.798,-3.1,-3.296,Closed Autocracy,0.665,0.166,0.101,0.194,0.095,0.058,0.47,0.038,0.248,0.115,,,,,,,469.073,2.432,,216.49,447.196
980,Kenya,1983,,0.194,0.105,0.113,0.149,0.139,-1.196,0.482,-0.424,-0.309,Electoral Autocracy,0.832,0.689,0.886,0.902,0.861,0.865,0.125,0.393,0.263,0.212,,,,,,,4183.959,2.123,11.603,0.0,0.005
981,Malawi,1983,,0.168,0.08,0.056,0.049,0.121,-1.042,-0.526,-1.429,-1.485,Electoral Autocracy,0.488,0.083,0.131,0.136,0.162,0.072,0.618,0.281,0.383,0.022,,,,,,,864.518,1.177,13.503,0.0,0.0
982,Zimbabwe,1983,,0.319,0.23,0.197,0.254,0.229,0.578,0.973,0.773,0.121,Electoral Autocracy,0.498,0.515,0.466,0.474,0.43,0.195,0.667,0.336,0.857,0.489,,,,,,,2872.232,3.249,23.2,29.089,144.809
983,Sweden,1983,3374578178.14955,0.91,0.878,0.695,0.881,0.87,-2.159,-2.272,-1.311,-1.753,Liberal Democracy,0.012,0.028,0.003,0.004,0.004,0.004,0.996,0.957,0.989,0.977,,,,,,,22847.409,25.941,8.907,1.368,230.131
984,Tanzania,1983,,0.252,0.243,0.114,0.179,0.27,-1.861,-2.15,-1.821,-1.881,Electoral Autocracy,0.205,0.268,0.094,0.181,0.066,0.054,0.829,0.152,0.701,0.53,,,,,,,3023.701,1.398,27.056,0.014,0.057
985,Gabon,1983,,0.184,0.104,0.076,0.1,0.112,-1.446,-0.887,0.63,-0.842,Closed Autocracy,0.831,0.634,0.845,0.87,0.833,0.858,0.216,0.302,0.497,0.357,,,,,,,1025.48,12.171,10.672,4575.024,4575.676
986,Bangladesh,1983,,0.184,0.109,0.092,0.063,0.109,1.378,1.166,-0.722,-0.903,Closed Autocracy,0.697,0.472,0.784,0.849,0.786,0.959,0.212,0.865,0.485,0.324,,,,,,,11247.84,1.179,,4.357,4.357
987,China,1983,,0.1,0.059,0.031,0.127,0.128,-0.868,-1.291,0.615,-0.428,Closed Autocracy,0.715,0.305,0.365,0.392,0.432,0.588,0.373,0.286,0.383,0.332,,,,,,,223134.343,2.048,1.5,98.743,106.242
988,Senegal,1983,,0.498,0.371,0.242,0.402,0.353,0.606,0.083,0.253,0.406,Electoral Autocracy,0.381,0.63,0.28,0.392,0.239,0.444,0.682,0.788,0.792,0.736,,,,,,,1513.308,2.28,11.617,0.0,0.0
989,Solomon Islands,1983,,0.532,0.422,0.294,0.303,0.322,-2.424,-1.941,-2.541,-2.063,Electoral Democracy,0.319,0.537,0.249,0.361,0.196,0.258,0.775,0.708,0.78,0.783,,,,,,,62.604,2.314,,0.0,3.82
990,Cape Verde,1983,,0.307,0.265,0.121,0.263,0.267,-0.85,-0.653,-2.028,-2.077,Electoral Autocracy,0.28,0.337,0.214,0.256,0.212,0.304,0.788,0.44,0.628,0.673,,,,,,,59.239,1.836,,,
991,Jamaica,1983,,0.481,0.382,0.309,0.356,0.375,-1.181,1.292,-2.248,-1.821,Electoral Autocracy,0.241,0.681,0.186,0.205,0.182,0.242,0.813,0.818,0.731,0.816,,,,,,,1175.439,4.881,11.582,0.0,207.204
992,Argentina,1983,,0.195,0.184,0.149,0.22,0.168,2.051,0.873,1.439,2.682,Electoral Autocracy,0.327,0.174,0.23,0.26,0.193,0.219,0.529,0.828,0.484,0.273,,,,,,,25147.122,8.541,343.8,450.867,458.934
993,Afghanistan,1983,,0.083,0.052,0.024,0.028,0.116,,,,,Closed Autocracy,0.801,0.724,0.521,0.553,0.499,0.547,0.247,0.115,0.24,0.09,,,,,,,2729.018,2.018,,36.112,36.112
994,Togo,1983,,0.15,0.063,0.066,0.036,0.149,-0.459,-0.003,-1.612,-1.562,Electoral Autocracy,0.952,0.817,0.874,0.668,0.913,0.402,0.138,0.697,0.311,0.155,,,,,,,503.647,1.577,9.355,0.0,0.0
995,Norway,1983,681154803.436335,0.865,0.828,0.623,0.834,0.824,-1.811,-0.732,-1.513,-2.113,Liberal Democracy,0.011,0.027,0.006,0.006,0.012,0.008,0.995,0.96,0.983,0.957,,,,,,,12419.478,28.379,8.415,4425.863,4514.054
996,Madagascar,1983,,0.2,0.095,0.141,0.082,0.125,-0.275,-0.221,-2.149,-1.436,Electoral Autocracy,0.852,0.767,0.657,0.781,0.499,0.746,0.231,0.823,0.272,0.227,,,,,,,1428.307,1.407,19.328,0.0,2.413
997,Honduras,1983,,0.404,0.19,0.187,0.174,0.15,-2.034,-1.065,-1.638,-0.39,Electoral Autocracy,0.763,0.877,0.846,0.855,0.835,0.807,0.241,0.866,0.266,0.478,,,,,,,1273.222,3.058,8.2,0.0,39.862
998,Canada,1983,64023288383.1753,0.826,0.75,0.575,0.76,0.705,-1.623,-1.928,-0.649,-0.524,Liberal Democracy,0.055,0.097,0.035,0.048,0.046,0.031,0.979,0.934,0.956,0.941,,,,,,,76239.389,28.327,5.864,1895.377,2322.215
999,Mali,1983,,0.19,0.126,0.103,0.073,0.166,0.705,-0.415,0.108,0.148,Closed Autocracy,0.8,0.815,0.854,0.711,0.888,0.48,0.341,0.8,0.583,0.452,,,,,,,586.604,0.768,,0.0,1.77
1000,Peru,1983,,0.676,0.466,0.377,0.503,0.335,0.255,2.779,0.727,-1.268,Electoral Democracy,0.316,0.442,0.347,0.452,0.289,0.442,0.646,0.742,0.492,0.844,,,,,,,9574.12,4.876,111.149,220.175,439.117
1001,Italy,1983,8051220247.06237,0.81,0.72,0.585,0.749,0.732,-0.696,-0.517,-0.433,0.095,Liberal Democracy,0.174,0.287,0.216,0.29,0.165,0.192,0.859,0.887,0.974,0.946,,,,,,,129237.964,21.465,14.7,64.186,66.249
1002,Portugal,1983,,0.86,0.805,0.559,0.729,0.756,-1.906,0.18,0.838,-1.147,Liberal Democracy,0.064,0.112,0.099,0.114,0.093,0.132,0.955,0.928,0.973,0.98,,,,,,,13215.129,12.668,25.5,1.332,5.26
1003,Burma/Myanmar,1983,,0.137,0.027,0.062,0.047,0.062,2.428,1.386,-0.31,-1.39,Closed Autocracy,0.953,0.773,0.888,0.833,0.913,0.781,0.071,0.054,0.135,0.059,,,,,,,4052.034,1.088,,21.78,24.373
1004,Liberia,1983,,0.092,0.045,0.09,0.058,0.12,0.933,0.995,1.127,0.712,Closed Autocracy,0.897,0.791,0.899,0.873,0.877,0.783,0.103,0.464,0.231,0.063,,,,,,,383.43,1.765,2.74,0.0,448.062
1005,Cameroon,1983,,0.178,0.097,0.104,0.054,0.131,0.589,0.646,0.093,0.803,Electoral Autocracy,0.872,0.82,0.682,0.727,0.627,0.702,0.181,0.718,0.513,0.296,,,,,,,3040.149,2.954,16.631,258.832,258.863
1006,Morocco,1983,,0.162,0.152,0.063,0.103,0.104,0.033,-1.02,-0.698,-0.164,Closed Autocracy,0.699,0.872,0.606,0.748,0.54,0.806,0.34,0.805,0.819,0.141,,,,,,,8103.515,3.645,6.208,4.418,18.759
1007,Bolivia,1983,,0.323,0.204,0.126,0.257,0.224,0.28,0.341,1.947,1.274,Closed Autocracy,0.627,0.49,0.772,0.731,0.752,0.536,0.377,0.372,0.448,0.817,,,,,,,1663.135,2.711,275.579,158.363,360.329
1008,Chad,1983,,0.08,0.034,0.05,0.013,0.072,1.551,1.767,-0.169,-0.441,Closed Autocracy,0.926,0.729,0.881,0.712,0.941,0.834,0.106,0.698,0.139,0.087,,,,,,,475.042,0.901,,0.0,0.0
1009,Algeria,1983,,0.205,0.114,0.044,0.15,0.218,-0.722,-0.716,-0.122,-0.913,Closed Autocracy,0.734,0.426,0.535,0.595,0.489,0.498,0.357,0.364,0.679,0.207,,,,,,,23575.206,10.352,7.835,1085.723,1095.913
1010,Germany,1983,19442690366.1953,0.87,0.829,0.627,0.828,0.799,-0.284,-1.332,2.197,1.302,Liberal Democracy,0.016,0.02,0.011,0.012,0.01,0.007,0.994,0.938,0.991,0.979,,,,,,,187674.761,24.169,3.284,256.809,260.659
1011,Central African Republic,1983,,0.108,0.067,0.046,0.044,0.14,0.353,0.329,-1.484,-0.358,Closed Autocracy,0.883,0.84,0.876,0.885,0.868,0.869,0.159,0.374,0.381,0.343,,,,,,,307.715,1.185,14.558,0.0,0.868
1012,Brazil,1983,,0.284,0.162,0.187,0.122,0.137,2.633,2.263,1.054,0.724,Closed Autocracy,0.62,0.533,0.639,0.674,0.557,0.499,0.313,0.789,0.283,0.288,,,,,,,90328.976,6.582,135.028,62.874,135.049
1013,Nepal,1983,,0.112,0.097,0.064,0.073,0.072,1.832,0.118,-0.889,-0.299,Closed Autocracy,0.803,0.896,0.876,0.847,0.85,0.684,0.222,0.394,0.222,0.271,,,,,,,1594.255,0.95,12.377,0.04,0.04
1014,Poland,1983,,0.189,0.125,0.04,0.036,0.245,2.186,-1.73,-0.469,-0.34,Closed Autocracy,0.491,0.459,0.125,0.185,0.144,0.316,0.66,0.555,0.199,0.174,,,,,,,30921.665,8.045,22.118,489.795,554.123
1015,Lesotho,1983,,0.123,0.124,0.052,0.046,0.177,-0.799,0.179,0.573,1.143,Closed Autocracy,0.585,0.663,0.535,0.544,0.58,0.597,0.416,0.544,0.426,0.235,,,,,,,200.04,1.311,17.492,0.0,0.0
1016,India,1983,,0.658,0.511,0.41,0.591,0.436,-0.211,1.014,0.135,0.321,Electoral Democracy,0.247,0.485,0.38,0.37,0.422,0.364,0.669,0.676,0.644,0.827,,,,,,,112029.676,1.436,11.869,27.506,31.984
1017,Venezuela,1983,1266000000.0,0.736,0.596,0.411,0.629,0.504,-2.51,-1.651,0.445,-0.705,Electoral Democracy,0.411,0.614,0.631,0.708,0.49,0.525,0.573,0.907,0.656,0.897,,,,,,,18208.154,10.671,6.242,2628.572,2665.173
1018,Ecuador,1983,,0.694,0.458,0.442,0.432,0.369,-0.113,-1.398,-0.335,-1.229,Electoral Democracy,0.522,0.536,0.515,0.592,0.374,0.366,0.495,0.881,0.464,0.888,,,,,,,6185.975,6.708,48.434,613.891,620.862
1019,Albania,1983,,0.174,0.059,0.049,0.051,0.229,1.52,-0.138,-2.573,-1.823,Closed Autocracy,0.586,0.156,0.076,0.064,0.104,0.052,0.486,0.004,0.026,0.02,,,,,,,1211.11,4.01,,703.565,874.066
1020,El Salvador,1983,,0.14,0.047,0.111,0.037,0.066,2.737,3.858,3.321,2.464,Closed Autocracy,0.875,0.884,0.856,0.772,0.848,0.606,0.124,0.112,0.019,0.1,,,,,,,859.238,1.847,13.121,0.0,0.0
1021,Switzerland,1983,8277127785.399,0.877,0.819,0.778,0.839,0.788,-2.304,-1.442,-0.186,-1.79,Liberal Democracy,0.019,0.067,0.012,0.023,0.011,0.018,0.993,0.819,0.99,0.947,,,,,,,22477.818,32.522,2.939,0.0,0.0
1022,Kuwait,1983,,0.278,0.275,0.091,0.278,0.225,-1.577,-0.388,-0.443,-2.236,Closed Autocracy,0.399,0.593,0.545,0.495,0.562,0.338,0.663,0.666,0.81,0.529,,,,,,,6222.76,36.484,4.718,16011.71,16011.71
1023,Guatemala,1983,,0.097,0.048,0.073,0.049,0.038,2.746,3.098,-0.808,-1.021,Closed Autocracy,0.772,0.594,0.765,0.73,0.774,0.725,0.116,0.152,0.008,0.044,,,,,,,3501.675,4.463,6.719,19.147,19.155
1024,Netherlands,1983,16924457502.6675,0.86,0.813,0.582,0.793,0.78,-2.055,-1.115,2.05,-2.009,Liberal Democracy,0.023,0.023,0.018,0.019,0.024,0.022,0.984,0.936,0.968,0.964,,,,,,,38015.004,24.894,2.9,1156.856,1156.856
1025,Tunisia,1983,,0.202,0.162,0.121,0.192,0.192,1.227,0.927,-1.257,-1.478,Electoral Autocracy,0.636,0.636,0.599,0.525,0.653,0.427,0.544,0.899,0.678,0.256,,,,,,,3698.886,5.026,8.972,399.661,405.208
1026,Hungary,1983,,0.138,0.102,0.066,0.067,0.237,1.201,-2.543,-1.686,-2.137,Closed Autocracy,0.592,0.283,0.492,0.45,0.492,0.317,0.549,0.162,0.441,0.25,,,,,,,12934.089,11.389,6.403,371.273,388.987
1027,Israel,1983,,0.765,0.685,0.498,0.61,0.606,0.452,0.189,1.832,0.876,Liberal Democracy,0.086,0.131,0.121,0.154,0.138,0.189,0.929,0.89,0.939,0.845,,,,,,,8097.419,19.191,147.619,8.399,8.399
1028,Colombia,1983,1837000000.0,0.47,0.319,0.189,0.25,0.147,-0.16,2.678,0.234,1.358,Electoral Autocracy,0.414,0.774,0.525,0.517,0.502,0.421,0.542,0.52,0.25,0.671,,,,,,,21236.953,6.985,19.761,149.504,169.05
1029,Fiji,1983,,0.581,0.429,0.299,0.449,0.362,0.578,-0.999,-0.757,-1.49,Electoral Democracy,0.467,0.348,0.318,0.313,0.366,0.342,0.741,0.63,0.719,0.809,,,,,,,370.211,5.124,6.704,0.0,50.366
1030,Uruguay,1983,,0.112,0.047,0.086,0.035,0.212,1.51,-0.266,0.191,-0.641,Closed Autocracy,0.637,0.38,0.303,0.216,0.339,0.227,0.338,0.885,0.149,0.089,,,,,,,2807.758,8.968,49.198,0.0,0.0
1031,Sudan,1983,,0.185,0.08,0.07,0.07,0.09,-0.054,0.657,0.022,-0.49,Electoral Autocracy,0.76,0.691,0.544,0.557,0.514,0.385,0.328,0.254,0.245,0.224,,,,,,,3631.72,2.058,,0.0,0.507
1032,Sierra Leone,1983,,0.181,0.086,0.097,0.142,0.07,0.321,1.075,0.592,0.779,Electoral Autocracy,0.881,0.816,0.887,0.896,0.855,0.83,0.18,0.243,0.125,0.386,,,,,,,595.842,1.581,68.53,0.0,22.301
1033,Cyprus,1983,,0.688,0.549,0.419,0.574,0.539,1.116,-1.233,-1.789,-1.057,Electoral Democracy,0.232,0.414,0.214,0.239,0.19,0.159,0.823,0.77,0.823,0.79,,,,,,,848.906,12.997,5.05,0.0,6.674
1034,Thailand,1983,,0.331,0.224,0.113,0.266,0.156,0.089,1.398,-0.414,-0.448,Electoral Autocracy,0.71,0.917,0.893,0.805,0.895,0.777,0.377,0.72,0.606,0.512,,,,,,,21355.664,4.032,3.7,11.893,24.986
1035,Libya,1983,,0.072,0.049,0.044,0.028,0.132,0.53,-0.676,0.34,-0.881,Closed Autocracy,0.889,0.716,0.854,0.863,0.854,0.856,0.091,0.395,0.183,0.047,,,,,,,6136.1,16.287,10.605,6654.564,6654.564
1036,Benin,1983,,0.107,0.091,0.048,0.111,0.139,0.334,-1.06,-1.063,0.426,Closed Autocracy,0.661,0.248,0.496,0.449,0.518,0.3,0.401,0.579,0.375,0.151,,,,,,,698.36,1.666,,0.0,0.0
1037,Jordan,1983,,0.127,0.118,0.056,0.118,0.155,-1.542,-0.754,-1.594,-1.086,Closed Autocracy,0.485,0.653,0.343,0.363,0.343,0.437,0.601,0.708,0.628,0.24,,,,,,,1513.844,5.606,5.02,0.0,0.0
1038,Uganda,1983,,0.225,0.095,0.07,0.097,0.169,1.642,1.651,-1.194,-1.261,Electoral Autocracy,0.886,0.716,0.805,0.821,0.734,0.7,0.12,0.17,0.625,0.212,,,,,,,1351.923,0.939,24.053,0.0,0.045
1039,Bulgaria,1983,,0.181,0.059,0.094,0.04,0.261,1.389,-2.258,-0.97,-2.94,Closed Autocracy,0.609,0.095,0.169,0.318,0.285,0.912,0.301,0.054,0.262,0.075,,,,,,,9439.414,10.067,,266.447,335.067
1040,Chile,1983,,0.074,0.046,0.034,0.031,0.04,2.876,1.491,-0.363,0.438,Closed Autocracy,0.635,0.32,0.433,0.285,0.467,0.225,0.385,0.6,0.168,0.041,,,,,,,8884.95,7.153,23.092,102.998,608.433
1041,Ethiopia,1983,,0.072,0.015,0.017,0.028,0.124,1.737,1.79,0.149,-0.807,Closed Autocracy,0.882,0.386,0.462,0.577,0.427,0.652,0.157,0.034,0.171,0.056,,,,,,,3529.003,0.858,,0.0,0.302
1042,Syria,1983,,0.144,0.038,0.059,0.022,0.131,1.65,0.982,-0.962,-1.938,Electoral Autocracy,0.95,0.69,0.896,0.877,0.891,0.83,0.088,0.449,0.106,0.022,,,,,,,4112.301,4.22,6.127,381.383,381.383
1043,Nicaragua,1983,,0.177,0.07,0.075,0.2,0.154,0.697,1.441,2.485,1.111,Closed Autocracy,0.684,0.286,0.497,0.553,0.473,0.55,0.314,0.424,0.304,0.443,,,,,,,1628.958,4.42,33.6,0.0,13.027
1044,Finland,1983,1013425129.26221,0.844,0.799,0.589,0.795,0.789,-1.806,-1.178,-0.428,-0.426,Liberal Democracy,0.028,0.081,0.016,0.018,0.016,0.017,0.99,0.938,0.985,0.929,,,,,,,11264.48,21.871,8.548,0.0,98.681
1045,Spain,1983,5159540523.32584,0.887,0.805,0.642,0.79,0.794,-1.941,1.908,1.176,-0.178,Liberal Democracy,0.032,0.068,0.021,0.048,0.015,0.042,0.987,0.956,0.955,0.957,,,,,,,66908.755,16.326,12.17,114.107,155.054
1046,Belgium,1983,12311286844.2184,0.859,0.781,0.593,0.76,0.798,-1.669,-1.34,0.62,-1.636,Liberal Democracy,0.059,0.138,0.025,0.034,0.02,0.015,0.983,0.953,0.991,0.954,,,,,,,24686.526,23.603,7.663,44.674,44.674
1047,Haiti,1983,,0.115,0.022,0.046,0.038,0.038,1.837,2.083,-0.045,0.128,Closed Autocracy,0.968,0.824,0.923,0.841,0.938,0.74,0.043,0.416,0.202,0.071,,,,,,,1221.791,1.973,10.244,0.0,0.0
1048,Egypt,1983,,0.214,0.17,0.09,0.168,0.121,-0.944,-1.392,-2.503,-1.978,Electoral Autocracy,0.589,0.609,0.769,0.801,0.755,0.781,0.376,0.663,0.685,0.275,,,,,,,13424.59,2.846,15.982,336.0,338.241
1049,Malta,1983,,0.654,0.487,0.282,0.491,0.562,1.825,0.564,2.395,1.705,Electoral Democracy,0.355,0.446,0.338,0.25,0.434,0.241,0.735,0.737,0.951,0.764,,,,,,,390.172,10.71,-0.88,,
1050,Comoros,1983,,0.207,0.097,0.133,0.153,0.152,0.593,0.734,-1.775,-1.291,Closed Autocracy,0.816,0.799,0.694,0.713,0.664,0.612,0.255,0.757,0.369,0.465,,,,,,,96.383,2.489,,0.0,0.0
1051,Malaysia,1983,6322114359.28757,0.272,0.175,0.174,0.154,0.226,1.052,-0.407,-0.195,-0.014,Electoral Autocracy,0.635,0.657,0.518,0.479,0.605,0.586,0.5,0.676,0.651,0.257,,,,,,,12073.513,7.631,3.704,611.011,710.075
1052,Vanuatu,1983,,0.691,0.582,0.342,0.527,0.543,-1.221,-1.717,-1.788,-1.464,Electoral Democracy,0.202,0.104,0.35,0.364,0.37,0.445,0.788,0.727,0.794,0.87,,,,,,,39.125,2.952,1.653,,
1053,Mexico,1983,,0.322,0.146,0.177,0.19,0.164,-0.337,0.002,0.752,1.806,Electoral Autocracy,0.83,0.754,0.808,0.773,0.747,0.651,0.294,0.759,0.379,0.663,,,,,,,92665.1,11.793,101.875,913.641,966.305
1054,Iceland,1983,,0.852,0.75,0.605,0.697,0.765,,-1.522,,,Liberal Democracy,0.057,0.159,0.015,0.021,0.02,0.019,0.97,0.966,0.903,0.907,,,,,,,712.136,28.313,84.275,,
1055,Guinea-Bissau,1983,,0.093,0.046,0.057,0.049,0.098,1.66,-0.827,-0.635,-2.423,Closed Autocracy,0.909,0.923,0.762,0.683,0.814,0.796,0.151,0.362,0.111,0.196,,,,,,,118.918,1.334,,0.0,0.0
1056,Pakistan,1983,,0.11,0.058,0.049,0.097,0.072,-1.505,-0.266,-0.105,-0.246,Closed Autocracy,0.694,0.697,0.596,0.54,0.625,0.53,0.326,0.754,0.235,0.213,,,,,,,21534.252,2.279,6.362,24.601,24.637
1057,Zambia,1983,,0.192,0.144,0.152,0.154,0.189,-0.17,0.537,-0.098,-0.779,Electoral Autocracy,0.476,0.422,0.234,0.215,0.244,0.185,0.692,0.38,0.543,0.325,,,,,,,1237.975,1.793,19.692,4.957,380.074
1058,Nigeria,1983,,0.303,0.208,0.225,0.2,0.138,-0.705,0.831,0.132,0.704,Electoral Autocracy,0.808,0.88,0.923,0.916,0.898,0.923,0.189,0.662,0.636,0.571,,,,,,,21904.605,2.599,22.222,351.416,351.997
1059,France,1983,,0.87,0.797,0.627,0.783,0.734,-0.063,-0.844,-0.193,-0.691,Liberal Democracy,0.065,0.039,0.08,0.061,0.099,0.038,0.964,0.948,0.933,0.965,,,,,,,149431.946,25.332,9.46,64.48,78.018
1060,Seychelles,1983,,0.203,0.172,0.047,0.113,0.231,0.749,-0.898,-1.941,-0.962,Electoral Autocracy,0.559,0.564,0.432,0.486,0.376,0.32,0.505,0.478,0.447,0.205,,,,,,,71.04,9.946,6.053,,
1061,Saudi Arabia,1983,,0.013,0.037,0.014,0.036,0.109,-1.508,-0.995,-2.939,-2.945,Closed Autocracy,0.816,0.608,0.613,0.432,0.796,0.651,0.287,0.209,0.143,0.114,,,,,,,32801.05,26.028,0.191,10095.42,10095.42
1062,Maldives,1983,,0.155,0.061,0.035,0.028,0.154,-1.318,-1.587,-2.211,-1.727,Closed Autocracy,0.94,0.51,0.833,0.764,0.831,0.496,0.116,0.702,0.275,0.093,,,,,,,59.555,3.188,21.218,,
1063,Zambia,1984,,0.189,0.145,0.15,0.153,0.188,-0.17,0.537,-0.098,-0.779,Electoral Autocracy,0.479,0.431,0.234,0.215,0.244,0.185,0.692,0.38,0.543,0.325,,,,,,,1288.133,1.796,20.019,5.004,291.986
1064,Ethiopia,1984,,0.072,0.015,0.017,0.028,0.124,1.737,1.79,0.149,-0.807,Closed Autocracy,0.882,0.386,0.462,0.577,0.427,0.652,0.157,0.034,0.171,0.056,,,,,,,3577.863,0.846,,0.0,0.25
1065,Gabon,1984,,0.184,0.104,0.076,0.1,0.112,-1.446,-0.887,0.63,-0.842,Closed Autocracy,0.831,0.634,0.845,0.87,0.833,0.858,0.216,0.302,0.497,0.357,,,,,,,1045.089,12.058,5.857,4037.976,4039.19
1066,Angola,1984,,0.074,0.046,0.018,0.024,0.052,2.572,3.377,0.884,-1.955,Closed Autocracy,0.813,0.578,0.705,0.549,0.767,0.44,0.21,0.104,0.149,0.072,,,,,,,3000.56,3.059,66.104,477.501,477.501
