,country_name,year,FDI4,control_corrupcion,gobierno_eficacia,estabilidad_politica,calidad_regulatoria,estado_derecho,voz_rendicion,tiempo_negocios,hdi,v2x_polyarchy,v2cacamps,v2caviol,v2cagenmob,v2x_regime,v2x_corr,v2x_rule,v2xcl_prpty,e_gdp,e_miinflat,economic_freedom
1743,Central African Republic,2002,5644286.5,-0.979822814464569,-1.38285386562347,-1.73340618610382,-0.977119624614716,-0.955280721187592,-1.00346577167511,,0.333,0.345,1.118,2.262,0.621,Electoral Autocracy,0.737,0.227,0.487,399.135,2.298,59.8
1744,Central African Republic,2003,11300000.0,-1.02073454856873,-1.20287775993347,-1.53887343406677,-1.11956787109375,-1.4330381155014,-1.24825465679169,22.0,0.333,0.248,0.943,2.262,1.114,Electoral Autocracy,0.842,0.198,0.487,388.136,4.353,60.0
1745,Central African Republic,2004,15100000.0,-1.47727310657501,-1.32987952232361,-1.42424488067627,-1.20109069347382,-1.56201231479645,-1.30935919284821,22.0,0.337,0.223,0.943,1.373,0.126,Closed Autocracy,0.887,0.152,0.487,396.763,-2.244,57.5
1746,Central African Republic,2005,10100000.0,-1.30276608467102,-1.57404839992523,-1.42799496650696,-1.31778132915497,-1.45132994651794,-0.99437552690506,22.0,0.342,0.24,0.943,1.373,0.126,Electoral Autocracy,0.882,0.154,0.487,401.426,2.885,56.5
1747,Central African Republic,2006,34670000.0,-1.21914231777191,-1.46421027183533,-1.85155153274536,-1.27037906646729,-1.54490375518799,-1.01479351520538,22.0,0.345,0.341,0.943,1.373,0.126,Electoral Autocracy,0.882,0.156,0.487,418.261,6.694,54.2
1748,Central African Republic,2007,56750000.0,-1.21095335483551,-1.53929269313812,-1.85726404190063,-1.26575326919556,-1.57391834259033,-1.083287358284,22.0,0.351,0.341,0.943,1.373,0.126,Electoral Autocracy,0.882,0.156,0.487,433.735,0.935,50.6
1749,Central African Republic,2008,117110000.0,-1.13727676868439,-1.38006794452667,-1.84381413459778,-1.19405424594879,-1.43187046051025,-0.988077700138092,23.0,0.358,0.341,0.943,1.373,0.126,Electoral Autocracy,0.882,0.156,0.487,447.707,9.262,48.56399126
1750,Central African Republic,2009,42280000.0,-0.988850176334381,-1.4013797044754,-1.90398991107941,-1.25794959068298,-1.32386815547943,-1.00347208976746,24.0,0.364,0.341,0.943,1.373,0.126,Electoral Autocracy,0.882,0.156,0.487,467.528,3.5,48.29921763
1751,Central African Republic,2010,61520000.0,-0.937605500221252,-1.39822602272034,-2.0206253528595,-1.162961602211,-1.31199896335602,-1.10421741008759,24.0,0.372,0.344,0.943,2.248,1.587,Electoral Autocracy,0.882,0.155,0.487,484.81,1.4,48.4
1752,Central African Republic,2011,36908455.8,-0.967538118362427,-1.31780612468719,-1.78938913345337,-1.19733154773712,-1.30544543266296,-1.08749830722809,22.0,0.381,0.321,0.943,2.248,1.587,Electoral Autocracy,0.882,0.15,0.487,495.38,,49.3
1753,Central African Republic,2012,70035157.3,-1.0055319070816,-1.4573860168457,-1.85292291641235,-1.07314610481262,-1.43880379199982,-1.24113500118256,22.0,0.388,0.319,0.943,2.789,2.457,Electoral Autocracy,0.882,0.143,0.443,479.388,,50.3
1754,Central African Republic,2013,1852792.6,-1.09623372554779,-1.63031995296478,-2.15489673614502,-1.16939079761505,-1.80894291400909,-1.47468733787537,22.0,0.368,0.275,0.943,2.789,2.457,Electoral Autocracy,0.881,0.11,0.443,371.043,,50.4
1755,Central African Republic,2014,3475007.9,-1.16635048389435,-1.88735949993134,-2.69919323921204,-1.38923585414886,-1.70606768131256,-1.3910037279129,22.0,0.37,0.285,0.943,2.789,2.457,Electoral Autocracy,0.835,0.191,0.443,352.608,,46.7
1756,Central African Republic,2015,3000000.0,-1.29905021190643,-1.78828811645508,-1.9047646522522,-1.42039334774017,-1.69445264339447,-1.22374987602234,22.0,0.384,0.285,0.943,2.789,2.457,Electoral Autocracy,0.829,0.195,0.443,361.232,,45.9
1757,Central African Republic,2016,7256090.4839,-1.28009390830994,-1.7859103679657,-1.78926682472229,-1.40737843513489,-1.84154140949249,-1.08035552501678,22.0,0.391,0.4,0.943,2.789,1.879,Electoral Autocracy,0.797,0.23,0.443,378.333,,45.2
1758,Central African Republic,2017,6888751.4009,-1.17620980739594,-1.77838099002838,-2.00654268264771,-1.48151695728302,-1.75176358222961,-1.10617649555206,22.0,0.398,0.4,0.943,2.789,1.879,Electoral Autocracy,0.771,0.245,0.443,401.92,,51.8
1759,Central African Republic,2018,18003535.4551,-1.21336817741394,-1.71451246738434,-2.18338584899902,-1.37937843799591,-1.70668137073517,-1.20743870735168,22.0,0.405,0.409,0.943,2.789,1.879,Electoral Autocracy,0.749,0.266,0.426,418.205,,49.2
1760,Central African Republic,2019,25601157.287,-1.21616554260254,-1.75460362434387,-2.13827180862427,-1.3639075756073,-1.74776136875153,-1.2222136259079,22.0,0.411,0.385,0.943,2.789,1.879,Electoral Autocracy,0.689,0.265,0.426,429.651,,49.1
1761,Central African Republic,2020,34747196.4681,-1.27465927600861,-1.7047803401947,-2.23451399803162,-1.48323702812195,-1.72679889202118,-1.30486071109772,,0.407,0.379,1.099,2.789,0.92,Electoral Autocracy,0.819,0.18,0.436,,,50.7
1762,Central African Republic,2021,30174176.8,-1.22633492946625,-1.64426708221436,-2.10453534126282,-1.49033451080322,-1.66670978069305,-1.19557797908783,,0.404,0.334,0.589,2.789,0.92,Electoral Autocracy,0.806,0.197,0.436,,,48.8
1763,Central African Republic,2022,,,,,,,,,,0.321,0.589,2.165,1.27,Electoral Autocracy,0.822,0.177,0.401,,,45.7
1764,Chad,1960,,,,,,,,,,0.215,0.439,0.565,-0.235,Electoral Autocracy,0.543,0.279,0.698,443.837,,
1765,Chad,1961,,,,,,,,,,0.26,0.502,0.222,0.203,Electoral Autocracy,0.543,0.279,0.698,459.22,,
1766,Chad,1962,,,,,,,,,,0.211,0.502,0.222,0.106,Electoral Autocracy,0.543,0.279,0.698,478.845,,
1767,Chad,1963,,,,,,,,,,0.195,0.428,0.778,0.106,Electoral Autocracy,0.543,0.279,0.698,475.637,,
1768,Chad,1964,,,,,,,,,,0.194,0.428,0.554,0.106,Electoral Autocracy,0.543,0.275,0.698,471.924,,
1769,Chad,1965,,,,,,,,,,0.194,0.428,0.554,0.106,Electoral Autocracy,0.543,0.275,0.698,476.046,,
1770,Chad,1966,,,,,,,,,,0.194,0.428,0.554,0.106,Electoral Autocracy,0.543,0.275,0.698,469.987,,
1771,Chad,1967,,,,,,,,,,0.194,0.428,0.554,0.106,Electoral Autocracy,0.543,0.275,0.698,468.578,,
1772,Chad,1968,,,,,,,,,,0.193,0.428,0.554,0.106,Electoral Autocracy,0.543,0.275,0.698,471.794,,
1773,Chad,1969,,,,,,,,,,0.192,0.428,0.554,0.106,Closed Autocracy,0.543,0.275,0.698,484.456,,
1774,Chad,1970,600000.0,,,,,,,,,0.195,0.428,0.554,0.106,Closed Autocracy,0.543,0.271,0.698,498.848,,
1775,Chad,1971,300000.0,,,,,,,,,0.195,0.428,0.554,0.106,Closed Autocracy,0.543,0.271,0.698,502.716,,
1776,Chad,1972,-100000.0,,,,,,,,,0.187,0.428,0.554,0.106,Closed Autocracy,0.543,0.271,0.698,488.589,,
1777,Chad,1973,6099999.9,,,,,,,,,0.186,0.428,0.554,0.106,Closed Autocracy,0.543,0.271,0.698,475.786,,
1778,Chad,1974,13800000.0,,,,,,,,,0.186,0.428,0.554,0.106,Closed Autocracy,0.543,0.271,0.698,512.325,,
1779,Chad,1975,20300000.0,,,,,,,,,0.118,1.321,1.051,0.106,Closed Autocracy,0.591,0.225,0.698,556.324,,
1780,Chad,1976,26800000.0,,,,,,,,,0.092,1.52,1.051,-0.169,Closed Autocracy,0.6,0.204,0.698,565.191,,
1781,Chad,1977,21153560.0383945,,,,,,,,,0.092,1.52,1.051,-0.169,Closed Autocracy,0.6,0.204,0.698,549.29,,
1782,Chad,1978,34136051.2065303,,,,,,,,,0.092,1.52,1.051,-0.169,Closed Autocracy,0.6,0.204,0.698,522.887,,
1783,Chad,1979,-1290000.0,,,,,,,,,0.092,1.52,1.245,-0.169,Closed Autocracy,0.6,0.204,0.698,456.508,,
1784,Chad,1980,-430000.0,,,,,,,,,0.091,1.35,1.767,-0.169,Closed Autocracy,0.657,0.113,0.698,424.084,,
1785,Chad,1981,-110000.0,,,,,,,,,0.091,1.35,1.767,-0.169,Closed Autocracy,0.657,0.113,0.698,404.696,,
1786,Chad,1982,-120000.0,,,,,,,,,0.08,1.35,1.767,-0.169,Closed Autocracy,0.657,0.101,0.698,420.653,,
1787,Chad,1983,-90000.0,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.712,0.106,0.698,475.042,,
1788,Chad,1984,9186265.62833445,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.712,0.106,0.698,511.829,20.251,
1789,Chad,1985,53650093.5989071,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.712,0.106,0.698,555.614,5.154,
1790,Chad,1986,28200501.0592124,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.712,0.106,0.698,574.057,-13.057,
1791,Chad,1987,8162068.46980272,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.712,0.106,0.698,597.421,-5.975,
1792,Chad,1988,1289247.25997058,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.712,0.106,0.698,636.234,15.478,
1793,Chad,1989,18739324.367411,,,,,,,,,0.08,1.551,1.767,-0.169,Closed Autocracy,0.731,0.106,0.698,661.549,-3.689,
1794,Chad,1990,9400000.0,,,,,,,,,0.126,1.641,2.128,0.519,Closed Autocracy,0.768,0.089,0.698,680.695,-0.738,
1795,Chad,1991,4239527.50767445,,,,,,,,,0.171,1.252,2.019,0.355,Closed Autocracy,0.958,0.061,0.801,711.977,3.194,
1796,Chad,1992,1960770.97412268,,,,,,,,,0.177,1.252,2.019,0.355,Closed Autocracy,0.958,0.061,0.801,733.265,-3.113,
1797,Chad,1993,15160901.583748,,,,,,,,,0.177,1.252,2.019,0.355,Closed Autocracy,0.958,0.061,0.801,715.091,-8.428,
1798,Chad,1994,27074698.9671029,,,,,,,,,0.177,1.52,2.019,0.355,Closed Autocracy,0.958,0.061,0.801,742.364,41.725,
1799,Chad,1995,32611570.1,,,,,,,,,0.177,1.52,2.019,0.355,Closed Autocracy,0.958,0.061,0.801,759.232,9.23,
1800,Chad,1996,39466173.5,-1.38042390346527,-0.636936128139496,-0.99860155582428,-1.22822177410126,-1.25611138343811,-0.99362987279892,,,0.195,1.52,2.019,0.355,Closed Autocracy,0.958,0.061,0.801,777.062,11.331,
1801,Chad,1997,44293940.5,,,,,,,,,0.206,1.52,2.019,0.938,Electoral Autocracy,0.958,0.061,0.801,821.551,5.572,45.1
1802,Chad,1998,21696680.4079,-1.33660876750946,-0.599871158599854,-1.30643367767334,-1.20092964172363,-1.19058036804199,-0.97202205657959,,,0.286,1.52,2.019,0.364,Electoral Autocracy,0.958,0.061,0.801,854.181,4.259,46.6
1803,Chad,1999,24524970.8055,,,,,,,,,0.286,1.52,2.019,0.364,Electoral Autocracy,0.958,0.061,0.801,869.218,-8.025,47.2
1804,Chad,2000,115172421.5423,-1.3250138759613,-0.650617778301239,-1.13475406169891,-1.20869624614716,-1.13099467754364,-0.978057503700256,,0.291,0.286,1.617,2.019,0.979,Electoral Autocracy,0.958,0.061,0.801,881.105,3.823,46.8
1805,Chad,2001,459866391.8291,,,,,,,,0.301,0.283,1.617,2.019,1.274,Electoral Autocracy,0.958,0.061,0.801,940.278,12.431,46.4
1806,Chad,2002,924119210.0868,-1.2703058719635,-0.888108372688293,-1.55961883068085,-1.0260694026947,-1.10900986194611,-0.940512537956238,,0.307,0.282,1.617,2.019,1.58,Electoral Autocracy,0.958,0.061,0.801,980.032,5.192,49.2
1807,Chad,2003,712663454.9209,-1.46501386165619,-1.17256081104279,-1.37243020534515,-1.0497282743454,-1.51830554008484,-1.10341620445251,62.0,0.307,0.282,1.617,2.019,1.58,Electoral Autocracy,0.958,0.061,0.801,1127.08,-1.753,52.6
1808,Chad,2004,466793492.1491,-1.44834578037262,-1.1497368812561,-1.53945684432983,-0.83215993642807,-1.33303308486938,-1.23052859306335,62.0,0.325,0.284,1.617,2.019,1.58,Electoral Autocracy,0.958,0.061,0.801,1427.52,-5.355,53.1
1809,Chad,2005,-99342519.3566,-1.53199303150177,-1.39347159862518,-1.44223713874817,-1.20151317119598,-1.50373816490173,-1.3077164888382,62.0,0.327,0.281,1.617,2.019,1.58,Electoral Autocracy,0.958,0.061,0.801,1652.67,7.89,52.1
1810,Chad,2006,-278413999.9,-1.36100935935974,-1.45905721187592,-1.83175504207611,-1.08030891418457,-1.55299854278564,-1.4184205532074,62.0,0.327,0.282,1.617,2.019,1.58,Electoral Autocracy,0.959,0.057,0.801,1754.923,8.036,50.0
1811,Chad,2007,-321654999.9,-1.38899254798889,-1.60799980163574,-1.86808049678802,-1.117924451828,-1.54328119754791,-1.45132219791412,62.0,0.337,0.279,1.617,2.019,1.58,Electoral Autocracy,0.959,0.057,0.801,1880.63,-8.975,50.1
1812,Chad,2008,466130999.9,-1.53418946266174,-1.55187451839447,-1.96519660949707,-1.15250277519226,-1.62577319145203,-1.44590663909912,62.0,0.341,0.282,1.617,2.019,2.029,Electoral Autocracy,0.959,0.057,0.801,1972.256,10.297,47.81005935
1813,Chad,2009,374899999.9,-1.41218447685242,-1.4173549413681,-1.72622966766357,-1.07416117191315,-1.52672183513641,-1.39856195449829,62.0,0.355,0.281,1.617,2.019,0.866,Electoral Autocracy,0.961,0.056,0.801,2085.144,9.952,47.45737642
1814,Chad,2010,313000000.0,-1.39423859119415,-1.45555734634399,-1.52482771873474,-1.08066415786743,-1.51355981826782,-1.36032783985138,62.0,0.362,0.283,1.758,2.019,1.169,Electoral Autocracy,0.961,0.055,0.801,2338.369,,47.5
1815,Chad,2011,281899999.9,-1.35516083240509,-1.37168371677399,-1.31808519363403,-1.03720164299011,-1.48459410667419,-1.35003161430359,53.0,0.372,0.284,1.758,2.019,1.169,Electoral Autocracy,0.961,0.055,0.801,2426.108,,45.3
1816,Chad,2012,579793037.3908,-1.3309965133667,-1.48455536365509,-1.04411733150482,-1.06983387470245,-1.46390414237976,-1.34274756908417,60.0,0.381,0.282,1.758,2.019,1.169,Electoral Autocracy,0.961,0.055,0.801,2593.557,,44.8
1817,Chad,2013,520200751.3399,-1.37010824680328,-1.38703036308289,-1.08947229385376,-1.00592374801636,-1.39775705337524,-1.37470948696136,60.0,0.386,0.278,1.758,2.019,1.169,Electoral Autocracy,0.965,0.045,0.801,2653.964,,45.2
1818,Chad,2014,-675545915.4299,-1.32900524139404,-1.50968110561371,-1.56888270378113,-1.16216695308685,-1.15042281150818,-1.3308037519455,60.0,0.393,0.275,1.758,2.019,1.169,Electoral Autocracy,0.965,0.044,0.801,2824.071,,44.5
1819,Chad,2015,559642022.5287,-1.35364639759064,-1.45233857631683,-0.974552571773529,-1.20119750499725,-1.20034801959991,-1.33509016036987,60.0,0.389,0.281,1.758,2.019,1.169,Electoral Autocracy,0.965,0.044,0.801,2956.969,,45.9
1820,Chad,2016,244682120.9694,-1.48463296890259,-1.52056062221527,-1.3023647069931,-1.17127418518066,-1.39953517913818,-1.36274147033691,60.0,0.391,0.282,1.758,2.019,1.449,Electoral Autocracy,0.965,0.044,0.801,2855.262,,46.3
1821,Chad,2017,363381636.3971,-1.43387138843536,-1.47825181484222,-1.28752791881561,-1.2119060754776,-1.30963110923767,-1.37137997150421,60.0,0.393,0.269,1.758,2.019,1.449,Electoral Autocracy,0.94,0.051,0.738,2741.516,,49.0
1822,Chad,2018,460890507.65,-1.38596200942993,-1.53306317329407,-1.48327243328094,-1.11133992671967,-1.32060527801514,-1.46812987327576,58.0,0.398,0.268,1.758,2.019,1.449,Electoral Autocracy,0.938,0.048,0.72,2775.281,,49.3
1823,Chad,2019,566638947.9523,-1.40077757835388,-1.5765894651413,-1.3437432050705,-1.10725140571594,-1.29929721355438,-1.43482649326324,58.0,0.403,0.274,1.758,2.019,1.449,Electoral Autocracy,0.938,0.05,0.792,2801.034,,49.9
1824,Chad,2020,557692503.3123,-1.40584671497345,-1.48164510726929,-1.24530780315399,-1.10926592350006,-1.31731235980988,-1.40379214286804,,0.397,0.272,1.758,2.019,1.308,Electoral Autocracy,0.938,0.051,0.792,,,50.2
1825,Chad,2021,562165725.6,-1.47772204875946,-1.42402386665344,-1.33553969860077,-1.15497899055481,-1.32509255409241,-1.42011988162994,,0.394,0.189,1.758,2.898,2.025,Electoral Autocracy,0.951,0.027,0.792,,,50.4
1826,Chad,2022,,,,,,,,,,0.14,1.758,2.898,1.921,Closed Autocracy,0.95,0.022,0.792,,,49.8
1827,Chile,1960,,,,,,,,,,0.541,0.709,0.404,1.5,Electoral Democracy,0.071,0.855,0.302,4909.72,5.476,
1828,Chile,1961,,,,,,,,,,0.551,0.709,0.404,1.5,Electoral Democracy,0.071,0.855,0.302,5126.001,9.607,
1829,Chile,1962,,,,,,,,,,0.553,0.709,0.404,1.5,Electoral Democracy,0.071,0.855,0.302,5528.752,27.693,
1830,Chile,1963,,,,,,,,,,0.561,0.709,0.404,1.5,Electoral Democracy,0.061,0.871,0.302,5856.646,45.341,
1831,Chile,1964,,,,,,,,,,0.593,0.709,0.404,1.5,Electoral Democracy,0.061,0.876,0.366,6064.462,38.469,
1832,Chile,1965,,,,,,,,,,0.597,0.806,0.404,2.671,Electoral Democracy,0.061,0.874,0.366,6252.406,25.825,
1833,Chile,1966,,,,,,,,,,0.597,0.812,0.404,2.671,Electoral Democracy,0.061,0.874,0.366,6696.594,16.962,
1834,Chile,1967,,,,,,,,,,0.597,0.812,0.595,2.671,Electoral Democracy,0.061,0.874,0.436,7027.427,21.894,
1835,Chile,1968,,,,,,,,,,0.597,0.812,0.595,2.671,Electoral Democracy,0.061,0.874,0.436,7307.907,27.936,
1836,Chile,1969,,,,,,,,,,0.595,0.812,0.761,2.671,Electoral Democracy,0.061,0.874,0.436,7602.969,29.342,
1837,Chile,1970,12330000.0,,,,,,,,,0.612,2.362,2.948,2.509,Electoral Democracy,0.07,0.845,0.436,7858.441,34.933,
1838,Chile,1971,-18969999.9,,,,,,,,,0.712,2.362,2.948,2.509,Electoral Democracy,0.07,0.845,0.436,8291.793,28.214,
1839,Chile,1972,-1100000.0,,,,,,,,,0.697,2.362,2.948,3.027,Electoral Democracy,0.07,0.845,0.436,8275.943,255.185,
1840,Chile,1973,-4799999.9,,,,,,,,,0.31,2.362,2.948,-1.026,Electoral Autocracy,0.122,0.604,0.574,8021.218,606.1,
1841,Chile,1974,2310000.0,,,,,,,,,0.071,2.876,1.885,-2.846,Closed Autocracy,0.297,0.292,0.6,7786.63,369.196,
1842,Chile,1975,50000000.0,,,,,,,,,0.071,2.876,1.885,-2.846,Closed Autocracy,0.285,0.303,0.6,7163.107,343.324,
1843,Chile,1976,-1000000.0,,,,,,,,,0.071,2.876,1.885,-2.846,Closed Autocracy,0.285,0.303,0.6,7305.846,199.326,
1844,Chile,1977,21000000.0,,,,,,,,,0.072,2.876,2.251,-2.846,Closed Autocracy,0.285,0.303,0.6,7801.145,84.139,
1845,Chile,1978,181000000.0,,,,,,,,,0.071,2.876,2.251,-2.846,Closed Autocracy,0.285,0.303,0.6,8335.109,37.178,
1846,Chile,1979,244000000.0,,,,,,,,,0.073,2.876,2.251,-2.846,Closed Autocracy,0.285,0.303,0.6,9000.588,38.9,
1847,Chile,1980,213000000.0,,,,,,,,,0.074,2.876,1.491,-1.819,Closed Autocracy,0.285,0.373,0.6,9583.812,31.238,
1848,Chile,1981,383000000.0,,,,,,,,,0.074,2.876,1.491,-1.819,Closed Autocracy,0.285,0.373,0.6,9724.248,9.54,
1849,Chile,1982,401000000.0,,,,,,,,,0.074,2.876,1.491,-0.363,Closed Autocracy,0.285,0.385,0.6,9172.66,20.733,
1850,Chile,1983,135000000.0,,,,,,,,,0.074,2.876,1.491,-0.363,Closed Autocracy,0.285,0.385,0.6,8884.95,23.092,
1851,Chile,1984,78000000.0,,,,,,,,,0.075,2.876,1.491,-0.363,Closed Autocracy,0.285,0.385,0.6,9110.801,23.04,
1852,Chile,1985,144300000.0,,,,,,,,,0.077,2.324,1.491,-0.659,Closed Autocracy,0.285,0.398,0.6,9322.984,26.339,
1853,Chile,1986,315500000.0,,,,,,,,,0.078,2.324,1.491,-0.452,Closed Autocracy,0.285,0.398,0.637,9785.894,17.4,
1854,Chile,1987,890500000.0,,,,,,,,,0.081,2.324,1.491,1.345,Closed Autocracy,0.285,0.398,0.637,10424.201,21.5,
1855,Chile,1988,967900000.0,,,,,,,,,0.112,0.627,1.054,1.664,Closed Autocracy,0.285,0.398,0.637,11289.873,12.7,
1856,Chile,1989,1283500000.0,,,,,,,,,0.135,0.627,1.054,1.237,Electoral Autocracy,0.285,0.442,0.637,12199.959,21.4,
1857,Chile,1990,661200000.0,,,,,,,,0.706,0.73,-1.448,-0.967,-0.672,Electoral Democracy,0.069,0.944,0.806,12852.697,27.3,
1858,Chile,1991,822700000.0,,,,,,,,0.715,0.824,-1.684,-0.967,-0.672,Electoral Democracy,0.063,0.96,0.806,13863.004,18.7,
1859,Chile,1992,936100000.0,,,,,,,,0.723,0.824,-1.684,-0.967,-0.672,Electoral Democracy,0.063,0.96,0.806,15223.229,12.7,
1860,Chile,1993,1034300000.0,,,,,,,,0.716,0.823,-1.684,-1.147,-0.672,Electoral Democracy,0.063,0.96,0.806,16293.999,12.2,
1861,Chile,1994,2582100000.0,,,,,,,,0.722,0.861,-1.684,-1.26,-0.672,Electoral Democracy,0.063,0.96,0.806,17463.299,8.9,
1862,Chile,1995,2957000000.0,,,,,,,,0.728,0.861,-1.684,-1.26,-0.672,Electoral Democracy,0.063,0.96,0.806,19076.223,8.2,71.2
1863,Chile,1996,4814616000.0,1.4541187286377,1.33797693252563,0.676454544067383,1.542760014534,1.11373817920685,0.722760617733002,,0.735,0.861,-2.016,-1.26,-0.672,Liberal Democracy,0.063,0.961,0.806,20301.367,6.6,72.6
1864,Chile,1997,5271400000.0,,,,,,,,0.744,0.861,-2.016,-1.26,-0.672,Liberal Democracy,0.063,0.961,0.806,21303.759,6.0,75.9
1865,Chile,1998,4627817978.0,1.29750728607178,1.09743523597717,0.0332812815904617,1.37591946125031,1.09760177135468,0.619043707847595,,0.749,0.863,-2.016,-1.26,-0.672,Liberal Democracy,0.063,0.961,0.806,21831.415,4.7,74.9
1866,Chile,1999,8761016217.84,,,,,,,,0.755,0.859,-2.016,-1.26,-0.672,Liberal Democracy,0.063,0.961,0.806,21922.76,2.3,74.1
1867,Chile,2000,4860015667.52,1.54021811485291,1.00555968284607,0.485464155673981,1.4047327041626,1.26092338562012,0.888868987560272,,0.763,0.88,-2.016,-1.26,-0.672,Liberal Democracy,0.063,0.961,0.806,22645.814,4.525,74.7
1868,Chile,2001,4199763048.85,,,,,,,,0.768,0.88,-2.016,-1.26,-0.259,Liberal Democracy,0.063,0.961,0.806,23118.213,3.569,75.1
1869,Chile,2002,2549923142.41108,1.47916531562805,1.07848691940308,1.08879637718201,1.31849634647369,1.25724005699158,1.08718740940094,,0.775,0.881,-2.016,-1.26,-0.259,Liberal Democracy,0.063,0.961,0.882,23793.143,2.489,77.8
1870,Chile,2003,4026497832.75699,1.16710090637207,1.10683035850525,0.761611938476563,1.3334413766861,1.17721080780029,1.05612015724182,42.0,0.779,0.881,-2.016,-1.26,-0.638,Liberal Democracy,0.063,0.961,0.882,24850.23,2.81,76.0
1871,Chile,2004,6797252642.36959,1.30585932731628,1.12516188621521,0.691341698169708,1.36798417568207,1.16569674015045,1.22528505325317,42.0,0.787,0.881,-2.016,-1.26,-0.638,Liberal Democracy,0.063,0.961,0.882,26595.095,1.055,76.9
1872,Chile,2005,7462207179.80944,1.41652750968933,1.1597056388855,0.842383623123169,1.31246471405029,1.21021103858948,1.29252052307129,42.0,0.795,0.88,-2.016,-1.26,-0.638,Liberal Democracy,0.063,0.961,0.882,28565.173,3.053,77.8
1873,Chile,2006,7586190389.76648,1.41256189346313,0.938530206680298,0.613005876541138,1.42389464378357,1.18129122257233,1.08234477043152,40.0,0.796,0.892,-2.016,-1.26,0.596,Liberal Democracy,0.063,0.961,0.882,30707.867,3.392,78.0
1874,Chile,2007,13474760472.5025,1.34514999389648,1.19290232658386,0.406370878219604,1.4855865240097,1.19518756866455,1.10488200187683,40.0,0.801,0.892,-1.809,-1.26,-0.473,Liberal Democracy,0.063,0.961,0.882,32396.858,4.408,77.7
1875,Chile,2008,18473102612.1039,1.31798684597015,1.06749355792999,0.431912958621979,1.50248491764069,1.21035730838776,1.01350831985474,40.0,0.813,0.892,-1.809,-1.26,-0.473,Liberal Democracy,0.063,0.961,0.882,33155.366,8.717,78.56436725
1876,Chile,2009,13855126064.8962,1.32123482227325,1.14415669441223,0.602584421634674,1.42739927768707,1.19409048557281,1.01689624786377,40.0,0.811,0.889,-1.809,-1.26,-0.473,Liberal Democracy,0.063,0.961,0.882,33601.727,1.7,78.26471919
1877,Chile,2010,16019683111.6555,1.44162690639496,1.16449677944183,0.679604530334473,1.41517114639282,1.22541570663452,1.09564626216888,36.5,0.813,0.89,-1.524,-1.26,-0.458,Liberal Democracy,0.07,0.964,0.882,35978.055,1.7,77.2
1878,Chile,2011,25564944876.5765,1.47659265995026,1.15973389148712,0.452553361654282,1.44053530693054,1.26333856582642,1.07390916347504,9.5,0.817,0.893,-1.524,-1.26,1.704,Liberal Democracy,0.07,0.964,0.882,37859.878,,77.4
1879,Chile,2012,31801970676.0608,1.54359126091003,1.18497562408447,0.331102102994919,1.53619813919067,1.28765678405762,1.07694518566132,7.5,0.824,0.893,-1.524,-1.26,0.981,Liberal Democracy,0.07,0.964,0.882,39935.051,,78.3
1880,Chile,2013,21120756844.0181,1.49895906448364,1.16464471817017,0.363742530345917,1.48287189006805,1.25525140762329,1.10628545284271,7.5,0.836,0.895,-1.524,-1.26,0.773,Liberal Democracy,0.079,0.961,0.882,41273.76,,79.0
1881,Chile,2014,25527831848.9546,1.44105923175812,1.03606343269348,0.447516918182373,1.48458957672119,1.34896945953369,1.05593979358673,7.5,0.841,0.892,-1.337,-1.26,0.773,Liberal Democracy,0.08,0.96,0.882,42137.662,,78.7
1882,Chile,2015,17766285629.0926,1.21712362766266,0.946688175201416,0.43343922495842,1.32829594612122,1.24576961994171,1.00450599193573,7.5,0.846,0.888,-1.104,-1.26,0.773,Liberal Democracy,0.089,0.954,0.882,42766.42,,78.5
1883,Chile,2016,11362832162.4891,1.05697798728943,0.864224791526794,0.41311052441597,1.37199866771698,0.984509944915771,0.995688796043396,7.5,0.85,0.888,-1.104,-1.26,0.571,Liberal Democracy,0.089,0.954,0.882,43656.968,,77.7
1884,Chile,2017,5237183518.21249,1.03488433361053,0.839776456356049,0.417135536670685,1.33315336704254,1.00657558441162,1.00042593479156,7.5,0.853,0.891,-1.104,-1.26,0.571,Liberal Democracy,0.078,0.954,0.882,44618.663,,76.5
1885,Chile,2018,7942631935.04886,0.987971663475037,0.939167737960815,0.4273601770401,1.30716419219971,0.966234028339386,1.0155131816864,6.0,0.856,0.87,-0.579,-1.26,0.975,Liberal Democracy,0.059,0.95,0.882,45851.818,,75.2
1886,Chile,2019,13579090978.7599,1.00874698162079,0.891052961349487,0.00792970694601536,1.17115616798401,0.947567701339722,0.983122289180756,4.0,0.861,0.824,0.807,0.872,3.702,Electoral Democracy,0.058,0.945,0.913,46133.749,,75.4
